App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
SRM Misterios Luminosos,com.CGEStudio.srmluminosos,Lifestyle,0,0,50+,50,64,TRUE,0,USD,29M,4.0.3 and up,CGE Studio,http://www.cgematic.com,cgemedia7@gmail.com,"Jun 18, 2020","Jun 18, 2020",Everyone,https://www.cgematic.com/politica-de-privacidad,FALSE,FALSE,FALSE,16-06-2021 02:48
Hamburger meat recipes,com.hamburgermeatrecipes7,Food & Drink,0,0,1+,1,3,TRUE,0,USD,9.8M,4.0.3 and up,Media Catalog,,olgaermolova2019@gmail.com,"Apr 15, 2021","Apr 15, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
샤펠드미앙(구: 컨벤션 에비뉴),com.smartsm.smart_14_42_n,Lifestyle,0,0,50+,50,78,TRUE,0,USD,4.2M,4.4 and up,스마트에스엠(Smartsm),http://smartsm.co.kr,ntw2402@hanmail.net,"Feb 8, 2015","May 18, 2021",Everyone,http://chapelledemien.smartsm.co.kr/m/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Intact - Personal CRM,com.niklash.tact,Tools,0,0,10+,10,39,TRUE,0,USD,34M,6.0 and up,Niklas Hilmer,http://intact.hilmer.cc,info@hilmer.cc,"Dec 27, 2020","Mar 19, 2021",Everyone,,TRUE,TRUE,FALSE,16-06-2021 02:48
Halib,com.athand.halib,Books & Reference,0,0,1+,1,2,TRUE,0,USD,3.3M,5.0 and up,App.AtHand,http://www.app-athand.com,ilm.athand@gmail.com,"Mar 2, 2021","Mar 11, 2021",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Personal Loan USA - Cash Advance App Borrow Money,tsc.loancashusa.com,Finance,4.7,916,"10,000+",10000,35640,TRUE,0,USD,1.8M,4.0.3 and up,Loan Apps USA,https://www.loancashusa.com/,loanappsusa@gmail.com,"Feb 17, 2019","Dec 20, 2019",Everyone,https://loancashusa.com/privacypolicy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Ivory Coast Phonebook,il.uco.co.yelowpages.ivorycoast,Travel & Local,0,0,100+,100,248,TRUE,0,USD,5.5M,4.1 and up,Uco,http://www.uco.co.il,andrey@uco.co.il,"Mar 15, 2016","Mar 05, 2020",Everyone,https://www.africaphonebooks.com/mobile/privacy_policy/ivory_coast.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Aron Icon Pack,com.rainystudio.aroniconpack,Personalization,3.9,641,"50,000+",50000,85401,FALSE,0.99,USD,20M,4.1 and up,A1 Design,,myrainy2014@gmail.com,"Aug 14, 2017","Oct 17, 2018",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Tick Tick To Do List Reminder,com.charlesbabbagetech.todoalert,Tools,0,0,50+,50,97,TRUE,0,USD,9.9M,4.1 and up,Charles Babbage apps,https://charlesbabbageapps.blogspot.com/ads.txt,charleababbagetech@gmail.com,"Dec 16, 2020","Dec 16, 2020",Everyone,https://charlesbabbageapps.blogspot.com/2020/12/privacy-policy-for-tick-tick-to-do-list.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Bechstädt Immobilien,net.ays.PROD535253,Maps & Navigation,0,0,5+,5,7,TRUE,0,USD,11M,4.4 and up,Heise RegioConcept,http://www.bechstaedtimmobilien.de,bechstaedtimmobilien@googlemail.com,"Nov 18, 2015","Apr 12, 2018",Everyone,http://bechstaedt-immobilien.heise-apps.de/#legal,FALSE,FALSE,FALSE,16-06-2021 02:48
IQRO Foundation,com.surocode.app.iqro,Social,4.9,9,50+,50,73,TRUE,0,USD,4.9M,8.0 and up,Surocode Inc.,http://surocode.com,information@surocode.com,"Aug 17, 2018","Oct 07, 2020",Teen,,FALSE,FALSE,FALSE,16-06-2021 02:48
Charger Carrier,com.charger.driverapp,Business,4.6,83,"1,000+",1000,2862,TRUE,0,USD,21M,5.1 and up,Charger Logistics,http://www.chargerlogistics.com,it@chargerlogistics.com,"Dec 3, 2016","Feb 09, 2021",Everyone,http://www.chargerlogistics.com,FALSE,FALSE,FALSE,16-06-2021 02:48
فقه العبادات,com.andromo.dev548322.app658713,Books & Reference,4.7,42,"10,000+",10000,17273,TRUE,0,USD,6.1M,4.1 and up,Andrea Coffee,http://www.arbi24.com/,creativecoffeecafe2k@gmail.com,"Aug 29, 2017","May 07, 2021",Everyone,https://sites.google.com/view/ghff/home,TRUE,FALSE,FALSE,16-06-2021 02:48
Ukiyoe Jigsaw Puzzle,com.yanpen.ukiyoeJigsaw,Puzzle,4.4,7,100+,100,175,TRUE,0,USD,36M,6.0 and up,Oistar Apps,https://twitter.com/oistarapps,oistarapps@gmail.com,"Apr 15, 2020","May 01, 2020",Everyone,https://yanpen.net/other/en_oistarapps-privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Sparkle All In One Writing,com.fliphtml5.app.SparkleAllInOneWriting,Education,0,0,5+,5,8,TRUE,0,USD,22M,4.1 and up,DIGITAL INDIA FLIP BOOK,,digitalindiaflipbook@gmail.com,"Feb 13, 2019","Feb 14, 2019",Everyone,https://docs.google.com/document/d/e/2PACX-1vTjhroEWzfRrVPyLBN7pRt6ya-0Rp0HzZFrGUaMpifZ9mZ2k-wcLTKHdu1Qj4c3UWLqU-pPkSfN6hmu/pub,FALSE,FALSE,FALSE,16-06-2021 02:48
Tic Tac Toe Club - XOXO - xo game 2 players,com.mobilearts.game.tictactoe,Board,4.2,2697,"500,000+",500000,849851,TRUE,0,USD,77M,5.1 and up,Tappaz.Games,http://www.tappaz.games,mobilesmartapp.solution@gmail.com,"May 27, 2018","Sep 21, 2020",Everyone,https://www.tappaz.games/privacy/tictactoe_privacy_policy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
ConnectAmericas,com.connectamericas.mita,Business,4.4,5,500+,500,836,TRUE,0,USD,49M,5.0 and up,PatagonianTech,https://connectamericas.com,support@connectamericas.com,"Jul 3, 2019","Jun 16, 2020",Everyone,https://connectamericas.com/content/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Kittens and flowers,com.newandromo.dev17309.app160925,Entertainment,0,0,10+,10,36,TRUE,0,USD,9.5M,4.1 and up,Elisei,https://eliseiapps.blogspot.com/p/privacy-policy.html,elisei1704@gmail.com,"Feb 5, 2020","Aug 26, 2020",Everyone,https://eliseiapps.blogspot.com/p/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Weekend League Tracker,com.brokkoli.wltracker,Entertainment,3.7,22,"5,000+",5000,5398,TRUE,0,USD,10M,4.1 and up,Márk Várszegi,https://brokkoli11.github.io,brokk.oli911@gmail.com,"Jun 21, 2020","Oct 30, 2020",Everyone,https://wltracker-c7548.web.app/pp.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Empléate | Ofertas de empleo,com.empleate.users,Productivity,3.7,89,"10,000+",10000,29339,TRUE,0,USD,3.4M,4.1 and up,Empleate.com,https://www.empleate.com,developer@empleate.com,"Jun 23, 2020","Feb 25, 2021",Everyone,http://www.empleate.com/sobre_empleate/terminoslegales,FALSE,FALSE,FALSE,16-06-2021 02:48
Saad Al Ghamdi Quran Offline 2020,com.quranoffline.quranmajeed.saad_alghamdi,Music & Audio,0,0,100+,100,260,TRUE,0,USD,91M,4.1 and up,Mozain Technologies,,mobeenjaved88@gmail.com,"Nov 18, 2019","Dec 27, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
The Book of Changes I Ching Vanilla,com.gmail.sl159876234.thebookofchanges,Entertainment,0,0,0+,0,0,TRUE,0,USD,3.8M,5.0 and up,Kirei Tec,,archergoodwin@protonmail.com,"Jun 4, 2021","Jun 04, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
TEA CBSE AVINASHI,in.teacbse.theearnest,Education,4.5,8,100+,100,242,TRUE,0,USD,2.1M,4.0.3 and up,School Access,,maxschoolaccess@gmail.com,"Jul 8, 2016","Dec 05, 2017",Everyone,http://themaxtech.com/privacy_policy.php,FALSE,FALSE,FALSE,16-06-2021 02:48
Crossing City King,com.um.crossingcity,Arcade,0,0,0+,0,0,TRUE,0,USD,35M,4.1 and up,Criss Cross Games,,wobbledobble777@gmail.com,,"Apr 09, 2020",Everyone,https://crisscrossprivacy.wordpress.com/2020/10/27/privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
MatchMoney - Logic matching game,br.com.mashimobi.matchmoney,Casual,5,5,100+,100,361,TRUE,0,USD,11M,4.4 and up,Mashi Mobi,,mashimobi@gmail.com,"Jan 27, 2020","Jan 29, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
KATA MUTIARA MENYAMBUT BULAN PUASA RAMADHAN,com.katamutiarapuasaramadan.forextrandingonline,Books & Reference,4,30,"10,000+",10000,12463,TRUE,0,USD,4.0M,4.0.3 and up,Apps Viral Pesantren,,ramandadini123@gmail.com,"May 23, 2018","Sep 19, 2019",Everyone,https://appsviralpesantren.blogspot.com/2018/10/kebijakan-pribadi.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Subway Surfing VR,com.interactiveentertainmentstudios.subwaysurfingvr,Casual,3.6,2894,"500,000+",500000,521174,TRUE,0,USD,66M,4.1 and up,Daisy Daisy,http://subwaysurfingvr.tumblr.com/,subwaysurfinggame@gmail.com,"Mar 8, 2015","May 09, 2017",Everyone,https://pastebin.com/yNLypfu2,FALSE,FALSE,FALSE,16-06-2021 02:48
Magic Princess Makeup,com.asafox1.makeupsalon,Casual,3.9,22,"10,000+",10000,21161,TRUE,0,USD,25M,4.2 and up,Asaf lubliner,,asafox1@gmail.com,"Dec 9, 2018","Dec 15, 2018",Teen,https://policyapps.blogspot.com/,TRUE,FALSE,FALSE,16-06-2021 02:48
Assetminder TestDrive,net.assetmindertestdrive.mobile,Productivity,0,0,100+,100,210,TRUE,0,USD,21M,5.0 and up,ASC Software Limited,http://www.assetminder.net,gerard.bennett@assetminder.net,"May 12, 2020","Mar 05, 2021",Everyone,http://assetminder.net/wp-content/uploads/2017/06/Assetminder-Web-Privacy-Policy.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
ACCVETPET,com.vet2pet.animalcarecenterllc100155240,Medical,0,0,100+,100,319,TRUE,0,USD,12M,4.4 and up,Vet2Pet,http://www.vet2pet.com,info@vet2pet.com,"Nov 6, 2016","May 21, 2020",Everyone,http://vet2pet.com/privacy-notice-for-vet2pet-mobile-application/,FALSE,FALSE,FALSE,16-06-2021 02:48
懶洋羊發票對獎,money.com.invoicelight,Finance,4.7,418,"10,000+",10000,20453,TRUE,0,USD,3.7M,4.0.3 and up,MONEY & CMoney Inc.,,service@cwmoney.net,,"May 24, 2019",Everyone,https://www.money.com.tw/policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Flying Hero Stickman Flash hero 2021,com.bytebox.stickman.hero.flying.game.superhero,Action,0,0,500+,500,972,TRUE,0,USD,56M,4.4 and up,Byte Box Gamers,,byteboxit@gmail.com,"Feb 14, 2021","Feb 14, 2021",Teen,https://byteboxit.blogspot.com/2020/06/privicy-policy-this-page-informs-you-of.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Lower Back Tattoos,com.LowerBackTattoos.devEge.app,Personalization,4.7,6,"1,000+",1000,1810,TRUE,0,USD,8.3M,4.1 and up,Devege,,egemenilhan2000@hotmail.com,"Mar 29, 2015","Apr 05, 2020",Mature 17+,http://decorxhq.com/apps-privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Water Dam Wallpaper,com.waliafreestudio.damwallpaper,Personalization,0,0,500+,500,595,TRUE,0,USD,4.0M,4.0 and up,Walia Free Studio,https://waliafreestudio.blogspot.com/,uyerobert99@gmail.com,"Jun 28, 2019","Jul 21, 2019",Everyone,https://waliafreestudio.blogspot.com/2019/06/walia-free-studio-privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Active Lookup,com.skylinx.tech.activelookup,Food & Drink,0,0,10+,10,23,TRUE,0,USD,7.9M,5.0 and up,Skylinx Technologies,,faizan@skylinxtech.com,"Feb 25, 2020","Apr 24, 2020",Everyone,http://skylinxtech.com/docs/ActiveLookup-PrivacyPolicy.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
follow the numbers,com.follow.thenumbers,Arcade,0,0,50+,50,82,TRUE,0,USD,8.7M,4.1 and up,IKSTUDIOS,https://b91f9f255.app-ads-txt.com/app-ads.txt,taoufik.uae@gmail.com,"Dec 12, 2019","Feb 03, 2021",Everyone,https://sites.google.com/view/f-the-numbers-piracy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
JLPT Kanji Teacher (No ads),com.liamak.kanji.premium,Education,0,0,50+,50,61,FALSE,2.99,USD,4.3M,4.0 and up,Watch & Navy Ltd,http://japaneseinfinity.com,feedback@japaneseinfinity.com,"Apr 1, 2014","Jul 19, 2017",Everyone,http://japaneseinfinity.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Kamus Antonim Sinonim,com.albarokah.kamusantonimsinonim,Books & Reference,0,0,500+,500,628,TRUE,0,USD,3.2M,2.3 and up,AL Barokah,https://dmfiklan.blogspot.com/,deslianmuhamadfadeli@gmail.com,"Jul 5, 2019","Oct 14, 2019",Everyone,https://www.privacypolicies.com/privacy/view/dd6127174cfc4750db0cd7b76987421b,TRUE,FALSE,FALSE,16-06-2021 02:48
Beyin Bilir,com.kuzeygames.beyinbilir,Education,3.5,18,500+,500,903,TRUE,0,USD,33M,4.4 and up,FBerkAv,,furkanquzeyy@gmail.com,"Apr 30, 2020","Jun 19, 2020",Everyone,,TRUE,TRUE,FALSE,16-06-2021 02:48
EarningApp,io.kodular.vdhobale45.EarningApp,Entertainment,0,0,50+,50,52,TRUE,0,USD,5.1M,4.1 and up,Digital World App Maker,,vdhobale13@gmail.com,"May 17, 2019","May 17, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
AYURGOACOVID19,com.svastek.ayur,Health & Fitness,4.7,118,"1,000+",1000,3681,TRUE,0,USD,3.2M,5.0 and up,Svastek,,gamaingoa@gmail.com,"Apr 16, 2020","May 08, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Заговоры на яблоко. Советы,ru.OlMal.ZagovYablSovet,Books & Reference,0,0,500+,500,663,TRUE,0,USD,4.1M,4.3 and up,OlMal,,olmal9691@gmail.com,"Sep 10, 2020","Sep 10, 2020",Everyone 10+,https://sites.google.com/view/olmal-privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
"Bivy- Find Hiking, Biking, and Climbing adventures",com.headgatestudios.bivy,Health & Fitness,3.7,114,"10,000+",10000,22827,TRUE,0,USD,Varies with device,Varies with device,Headgate Studios,http://www.bivy.com,admin@bivy.com,"Jul 19, 2017","Jun 08, 2021",Everyone,https://www.bivy.com/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Nothing But Net,com.nonstapp.nothingbutnet,Sports,4.4,10,"1,000+",1000,1268,TRUE,0,USD,17M,4.1 and up,Nonstapp,,olaneq@gmail.com,"Dec 25, 2017","Dec 27, 2017",Everyone,https://nonstappstudio.wixsite.com/home/info,TRUE,TRUE,FALSE,16-06-2021 02:48
Tip Calculator,com.christopherluey.tipcalculator,Finance,0,0,1+,1,4,TRUE,0,USD,1.5M,4.0.3 and up,Christopher Luey,,therabotinfo@gmail.com,"Dec 22, 2018","Dec 23, 2018",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
"쿨한만남-채팅,랜덤채팅,연애 필수 소개팅",redapp.hj0305.alading,Dating,0,0,"1,000+",1000,1922,TRUE,0,USD,1.1M,4.4 and up,친구만들기 랜덤채팅 커뮤니티,,leekjc0090@gmail.com,"Nov 6, 2019","Nov 06, 2019",Mature 17+,https://www.lovecody.co.kr/guest/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Organic Chemistry,com.andromo.dev474745.app576074,Medical,3.6,143,"50,000+",50000,54212,TRUE,0,USD,3.2M,2.3.3 and up,Anass apps,,anas.bousbaa.2016@gmail.com,"Jan 24, 2017","Feb 20, 2017",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Maxview Roam,co.mvst.maxview.app,Tools,0,0,100+,100,328,TRUE,0,USD,11M,4.1 and up,Maxview Limited,,maxview@mvst.co,"Apr 11, 2021","May 28, 2021",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Cropper,com.saubers.cropper,Photography,0,0,50+,50,50,TRUE,0,USD,283k,1.6 and up,Saubers Apps,http://Saubers.com/Apps,dev.saubers@gmail.com,"Jul 29, 2018","Jul 29, 2018",Everyone,http://saubers.com/cropper/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Suvichar Hindi : महापुरुषों के सुन्दर विचार,com.Sundarvichar.Suvicharinhindi,Books & Reference,4.3,73,"10,000+",10000,26187,TRUE,0,USD,8.9M,4.4 and up,Sk Company,https://www.theskcompany.com,saurav050398@gmail.com,"Jul 22, 2019","Oct 30, 2020",Everyone,https://sites.google.com/view/sundarvichar/home,TRUE,FALSE,FALSE,16-06-2021 02:48
আজ হিমুর বিয়ে । হুমায়ূন আহমেদ । উপন্যাস,com.abohoman.ajhimurbiye,Books & Reference,4.3,15,"5,000+",5000,6323,TRUE,0,USD,4.8M,5.0 and up,Abohoman,http://www.abohoman.com,riheera@gmail.com,"Feb 7, 2019","Jun 14, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Poridorshok - Latest Bengali News & Headlines,com.poridorshok.twa,News & Magazines,4.9,42,"1,000+",1000,1170,TRUE,0,USD,1.0M,4.4 and up,Poridorshok,https://poridorshok.com,editor@poridorshok.com,"Sep 1, 2020","Jul 24, 2020",Everyone,https://poridorshok.com/privacy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Impactto Bank,br.com.impacttobank.app,Finance,0,0,50+,50,57,TRUE,0,USD,72M,4.1 and up,ImpacttoBank,http://www.impacttobank.com.br,app@impacttobank.com.br,"Jul 30, 2018","May 24, 2021",Everyone,http://www.impacttobank.com.br/quemsomos.php,FALSE,FALSE,FALSE,16-06-2021 02:48
GrowQuote,quoteapp.com.quoteapp,Lifestyle,4.6,10,100+,100,297,TRUE,0,USD,4.9M,2.3.3 and up,Bijay Raut,http://www.growquote.com,growquotes@gmail.com,"Jan 27, 2016","Feb 09, 2016",Everyone,http://eastwestcenterforgrowth.com/the-app/growquote-privacy-policy/,FALSE,TRUE,FALSE,16-06-2021 02:48
My Home Makeover Design: Dream House of Word Games,com.holycowstudio.my.home.makeover.design.word.house.life,Word,4.3,2760,"100,000+",100000,284881,TRUE,0,USD,137M,4.4 and up,Holy Cow Studio,http://www.theholycowstudio.com/,feedback@theholycowstudio.com,"Oct 8, 2020","May 19, 2021",Everyone,http://www.theholycowstudio.com/privacy-policy/,TRUE,TRUE,FALSE,16-06-2021 02:48
Original Gentleman,mobi.barberly.oggroomingloung,Beauty,0,0,5+,5,8,TRUE,0,USD,7.2M,4.4 and up,Barberly,https://barberly.com,team@barberly.com,"Dec 15, 2020","Dec 15, 2020",Everyone,https://barberly.com/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Multiplos de un numero,com.uamasoft.multiplosdeunnumero,Tools,3.8,10,"1,000+",1000,3019,TRUE,0,USD,3.7M,4.1 and up,KikerSoft,,uamasoft@gmail.com,"Jun 15, 2019","May 25, 2020",Everyone,https://uamasoft.github.io/,TRUE,FALSE,FALSE,16-06-2021 02:48
Casual matching game| Free matching game| Memorize,com.eggies.animalsmemorygame,Puzzle,4.3,6,500+,500,904,TRUE,0,USD,4.0M,4.4 and up,Eggies,http://eggies.io,eggies.co@gmail.com,"Jul 17, 2018","Sep 03, 2019",Everyone,http://eggies.io/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Lanka Viral TV,com.lanka.viraltv,Entertainment,0,0,10+,10,48,TRUE,0,USD,11M,4.2 and up,Banchi TV Media Inc,,bachitv@gmail.com,"Dec 19, 2020","Dec 20, 2020",Everyone,https://sites.google.com/view/privacy-policy-lanka-viral-tv/,TRUE,FALSE,FALSE,16-06-2021 02:48
Moto Rush,com.wjjstudio.motor,Racing,4.1,9475,"1,000,000+",1000000,1240057,TRUE,0,USD,9.1M,4.0.3 and up,Wjj Studio,http://www.wjjstudiogame.com,wjjstudio@163.com,"Apr 1, 2014","Feb 03, 2021",Everyone 10+,https://www.wjjstudiogame.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Mystic Destinies: SOA,com.starmaiden.serendipityofaeons,Adventure,4.3,382,"10,000+",10000,20041,TRUE,0,USD,30M,2.3.3 and up,Ajane J.K. Celestin,http://aeondreamstudios.com,team@aeondreamstudios.com,"Mar 23, 2016","Apr 03, 2018",Mature 17+,,FALSE,TRUE,FALSE,16-06-2021 02:48
Episcopal Church,episcopal.church,Books & Reference,4.7,73,"1,000+",1000,3137,TRUE,0,USD,13M,4.1 and up,biblia,http://www.bibliaviva.org/,martinlaurenteuy@gmail.com,"Sep 16, 2016","Feb 25, 2021",Everyone,http://www.bibliaviva.org/,TRUE,FALSE,FALSE,16-06-2021 02:48
Blow up chip - Three in a row,com.justudio.appname.BlowChip,Puzzle,4,30,"1,000+",1000,3602,TRUE,0,USD,17M,4.1 and up,Georgy Sarkisyan,http://ju-studio.com,georgy.justudio@gmail.com,"Jan 11, 2014","May 07, 2020",Everyone,http://www.ju-studio.com/policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
God's Health Plan,com.limo.user.Eight_Laws_of_Health,Health & Fitness,4.7,6,500+,500,512,TRUE,0,USD,3.5M,4.0 and up,Towett Limo,,towelia.limo@gmail.com,"Jul 5, 2018","Jul 05, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Road Construction Simulator - Road Builder Games,com.egp.roadconstructiongames.excavatortruck.citybuilding,Travel & Local,3.9,723,"100,000+",100000,419952,TRUE,0,USD,35M,4.4 and up,Epic Games Production,https://xeb2858a7.app-ads-txt.com,tgproduction987@gmail.com,"May 26, 2020","Jun 09, 2021",Everyone,https://trendinggamesproduction.weebly.com/,TRUE,FALSE,FALSE,16-06-2021 02:48
"Fnote - Notes, Lists and Reminder",com.fivestars.fnote.colornote.todolist,Productivity,4.5,165,"10,000+",10000,30875,TRUE,0,USD,8.7M,5.0 and up,Fivestars Studio,https://fivestarsstudiovn.com/,fivestars68studio@gmail.com,"Jan 4, 2021","Apr 09, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vScO2i5Fdcz9zfXP9IWoLJiWbv09SSziQQtxrSxsrg6GDYik8pxw3zW5XimfGEbaDFSvCsLTjUycuMx/pub,TRUE,TRUE,FALSE,16-06-2021 02:48
Radio Denmark + Radio FM Denmark: Danish DAB Radio,com.appone.radios.danmark,Music & Audio,4.2,93,"5,000+",5000,8453,TRUE,0,USD,8.5M,4.4 and up,"AppOne - Radio FM AM, Radio Online, Music and News",https://apponeandroid.blogspot.com/,auria_9090_peru@yahoo.com,"Sep 19, 2017","May 02, 2021",Teen,http://apponeandroid.blogspot.com/2017/02/politicas-privacidad-apps-google-play.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Афиша–Рестораны,ru.afisha.restaurants,Lifestyle,2.5,1021,"100,000+",100000,193199,TRUE,0,USD,14M,4.1 and up,Rambler&Co,https://rests.afisha.ru,rest-help@afisha.ru,"Dec 31, 2014","Jun 08, 2019",Mature 17+,http://www.afisha.ru/android/usage/,TRUE,FALSE,FALSE,16-06-2021 02:48
"Cora, mes courses & prospectus",com.documents.active.jch.C_0002_cora,Shopping,3.2,256,"100,000+",100000,112064,TRUE,0,USD,16M,4.0.3 and up,Hypermarchés Cora,http://www.cora.fr,jziegler@cora.fr,"May 17, 2016","Feb 05, 2019",Everyone,https://www.cora.fr/infos/politique-de-confidentialite.html?type=1,TRUE,FALSE,FALSE,16-06-2021 02:48
Music for weddings,weddingsmusic.weddingssongsfree,Music & Audio,4,27,"10,000+",10000,14837,TRUE,0,USD,5.5M,5.1 and up,infinityappsfree,,infinityappsfree@gmail.com,"Mar 18, 2019","Oct 05, 2020",Teen,https://energycreativeblog.wordpress.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Neeji Merchant App,com.neeji.merchant,Business,0,0,50+,50,80,TRUE,0,USD,24M,4.4 and up,Neeji,http://www.neeji.in/,admin@neeji.in,"Feb 25, 2021","Feb 25, 2021",Everyone,https://www.neeji.in/en/content/privacypolicy,FALSE,FALSE,FALSE,16-06-2021 02:48
B-connected,com.allonmobile.BConnected,Productivity,0,0,100+,100,129,TRUE,0,USD,14M,6.0 and up,AllOnMobile Ltd.,https://whitespacews.com/,support@whitespacews.com,"Oct 30, 2020","Oct 30, 2020",Everyone,https://www.biffa.co.uk/privacy-statement,FALSE,FALSE,FALSE,16-06-2021 02:48
James Milner Keyboard Simple,com.zuperball.jamesmilnerkeyboardsimple,Personalization,0,0,10+,10,19,TRUE,0,USD,17M,4.2 and up,Zuperball,,doniangg332548@yahoo.com,"Dec 29, 2019","Jan 31, 2021",Everyone,https://zuperball.home.blog/2019/12/15/privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
سارة زكريا ومهند زعيتر 2020 هلا بأمك,com.aghanisaara.yas,Music & Audio,4.3,22,"5,000+",5000,7345,TRUE,0,USD,7.2M,4.1 and up,Yas app,https://x4384cb8f.app-ads-txt.com/app-ads.txt,yabualhija7@gmail.com,"Dec 18, 2020","Mar 07, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Beautiful Princess Coloring Pages,com.thyduy.coloringbookprincess,Education,3.9,11,"1,000+",1000,1800,TRUE,0,USD,22M,4.4 and up,THY DUY,https://nd2200828.app-ads-txt.com/app-ads.txt,anjipangarso880@gmail.com,"Jul 20, 2020","Jul 20, 2020",Everyone,https://infantilaprendizaj.wixsite.com/infantil,TRUE,FALSE,FALSE,16-06-2021 02:48
David And Goliath,com.davidandgoliath.adventuregame,Adventure,4.2,67,"1,000+",1000,4438,TRUE,0,USD,7.6M,4.1 and up,AppRace,,appracecontact@gmail.com,"Apr 30, 2020","Apr 30, 2020",Everyone,https://www.nowyouseetv.org/contact-us/yeshua-t-shirt/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Bhoot-Pret ki Kahaniyan,com.stories.bhootpretkikahaniyan,Entertainment,3.8,5,"10,000+",10000,10087,TRUE,0,USD,3.5M,4.0.3 and up,Entertain2Dunia,,kiddoappo@gmail.com,"Oct 10, 2018","Oct 10, 2018",Everyone,http://lightoflearning.com/privacy_policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Happy Birthday Cards,com.infinityapps.happybirthdaycards,Lifestyle,0,0,100+,100,224,TRUE,0,USD,10M,4.1 and up,Infinity apps,http://infinityappsmobile.blogspot.my/,infinity.apps7@gmail.com,"Apr 14, 2016","Oct 20, 2020",Everyone,http://infinityappsmobile.blogspot.my/p/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
